0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 400 400 400 400 400 400 400 400 400 400 400 400 400 400 400 400 400 0 
0 400 800 800 800 800 800 800 800 800 800 800 800 800 800 800 800 400 0 
0 400 800 1200 1200 1200 1200 1200 1200 1200 1200 1200 1200 1200 1200 1200 800 400 0 
0 400 800 1200 1600 1600 1600 1600 1600 1600 1600 1600 1600 1600 1600 1200 800 400 0 
0 400 800 1200 1600 2000 2000 2000 2000 2000 2000 2000 2000 2000 1600 1200 800 400 0 
0 400 800 1200 1600 2000 2400 2400 2400 2400 2400 2400 2400 2000 1600 1200 800 400 0 
0 400 800 1200 1600 2000 2400 2800 2800 2800 2800 2800 2400 2000 1600 1200 800 400 0 
0 400 800 1200 1600 2000 2400 2800 3200 3200 3200 2800 2400 2000 1600 1200 800 400 0 
0 400 800 1200 1600 2000 2400 2800 3200 3600 3200 2800 2400 2000 1600 1200 800 400 0 
0 400 800 1200 1600 2000 2400 2800 3200 3600 3200 2800 2400 2000 1600 1200 800 400 0 
0 400 800 1200 1600 2000 2400 2800 3200 3600 3200 2800 2400 2000 1600 1200 800 400 0 
0 400 800 1200 1600 2000 2400 2800 3200 3600 3200 2800 2400 2000 1600 1200 800 400 0 
0 400 800 1200 1600 2000 2400 2800 3200 3600 3200 2800 2400 2000 1600 1200 800 400 0 
0 400 800 1200 1600 2000 2400 2800 3200 3600 3200 2800 2400 2000 1600 1200 800 400 0 
0 400 800 1200 1600 2000 2400 2800 3200 3600 3200 2800 2400 2000 1600 1200 800 400 0 
0 400 800 1200 1600 2000 2400 2800 3200 3200 3200 2800 2400 2000 1600 1200 800 400 0 
0 400 800 1200 1600 2000 2400 2800 2800 2800 2800 2800 2400 2000 1600 1200 800 400 0 
0 400 800 1200 1600 2000 2400 2400 2400 2400 2400 2400 2400 2000 1600 1200 800 400 0 
0 400 800 1200 1600 2000 2000 2000 2000 2000 2000 2000 2000 2000 1600 1200 800 400 0 
0 400 800 1200 1600 1600 1600 1600 1600 1600 1600 1600 1600 1600 1600 1200 800 400 0 
0 400 800 1200 1200 1200 1200 1200 1200 1200 1200 1200 1200 1200 1200 1200 800 400 0 
0 400 800 800 800 800 800 800 800 800 800 800 800 800 800 800 800 400 0 
0 400 400 400 400 400 400 400 400 400 400 400 400 400 400 400 400 400 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
